"State","Year","Overdose_Rate","AVG_AGE","bachelors_percent","median_income","PDMP","poverty_rate","unemp_rate","WHITE_PCT"
"Idaho",2013,5,36.7157646749406,17.4540485418104,56462,1,12.9,7.46929783141072,91.5214349161609
"Idaho",2014,4.9,36.8965422303581,16.5832346261527,61217,1,12.4,5.50920235833981,91.9178397321691
"Idaho",2015,5.5,37.0581861468461,16.9200509991359,59037,1,12.3,5.23243194694968,91.3818107110271
"Idaho",2016,7.2,37.2724788193496,18.2420951317181,63863,1,11.1,4.66721211445382,89.5325403709733
"Idaho",2017,6.3,37.4738800297971,18.0031602679879,65760,1,11.7,4.16713244907581,90.1382864777689
"Idaho",2018,7.2,37.7563008491581,18.5179294587643,63365,1,11.5,4.38227582900803,89.8916776117769
"Idaho",2019,7.9,37.8987915940383,19.7799184696695,69932,1,7.1,3.546536351088,89.2758237669027
"Idaho",2020,8.9,38.1505864390011,21.3659176726009,69841,1,9.1,4.84410854508326,81.8508683480067
"Illinois",2000,5.1,35.1577114143873,18.4553414760815,72675,1,10.7,5.24825348579613,75.6829818586398
"Illinois",2001,4.7,35.5651246552482,19.0630175589849,70827,1,10.1,7.13645820025501,74.6256818749144
"Illinois",2002,4.9,35.3728613797026,19.1903388315593,64501,1,12.8,8.73644403229397,74.7040383521573
"Illinois",2003,4,35.6039405149926,19.1944714945047,66677,1,12.6,8.4522463573094,74.5278964130607
"Illinois",2004,4.6,35.7179639512084,19.8400788852319,66251,1,12.3,8.08331229352979,74.8155048677479
"Illinois",2005,5.1,35.8443605395462,20.0324244020028,67308,1,11.5,8.04570959015318,72.2294022824876
"Illinois",2006,7.3,36.2048230318494,19.7124837417793,65563,1,10.6,7.1639750167198,70.8503059156155
"Illinois",2007,5.8,36.3435986389625,20.3099260940321,68778,1,10,7.21641112460442,70.5099253470985
"Illinois",2008,7,36.4779309702297,20.5748078295004,67178,1,12.3,6.837971441049,72.7221288829788
"Illinois",2009,7.3,36.669840823788,21.0747312498001,66926,1,13.2,10.5805600681134,72.5025675019281
"Illinois",2010,7.2,37.0207289230708,21.5246147250608,63173,1,14.1,11.3427481419736,72.5787551138092
"Illinois",2011,7.4,37.2416711016539,21.6798729437336,61132,1,14.2,10.9718643403395,72.5107405173833
"Illinois",2012,9.4,37.4806964988266,22.0766268318569,61166,1,12.6,10.301564700648,72.6753217703261
"Illinois",2013,8.8,37.6879972923743,22.7188738512677,62835,1,13.3,9.34002878170176,72.7588555778992
"Illinois",2014,9.8,37.9483544219282,23.4730501266247,62910,1,13.7,8.28525354359606,72.1637224410702
"Illinois",2015,11.2,38.1517433715954,23.4702035265177,69088,1,10.9,6.95734053029775,71.9523452380813
"Illinois",2016,15.7,38.4028378931627,24.254872793029,69307,1,12.1,6.30333943351489,71.1951508330366
"Illinois",2017,17.6,38.6290112898563,24.5713900060951,72913,1,10.9,6.10529415579854,71.1183615277054
"Illinois",2018,17.4,38.8499069152694,25.3996756946821,75684,1,10.3,5.48875790879687,71.7303242739234
"Illinois",2019,18,39.0759293395953,26.1342312205957,78845,1,9.3,4.71550440432134,71.3722992141382
"Illinois",2020,23.9,39.3225888180784,27.3862559371895,77805,1,8,7.46070926101804,62.716683083605
"Indiana",2000,0.8,35.6451486514395,13.3000629833993,64473,1,8.5,4.20272520228527,87.3266372515812
"Indiana",2001,1.3,36.0586081820481,14.0525042583065,61942,1,8.5,5.89374832594658,87.8565178586021
"Indiana",2002,1.2,35.7056902427109,14.0037605919106,61990,1,9.1,6.88322706921029,87.4558162195325
"Indiana",2003,2.3,35.7195810664488,14.2614938520098,62648,1,9.9,7.83919999407327,87.2102705647117
"Indiana",2004,2.4,35.9177753619409,14.6207139711451,60862,1,11.6,6.84528839537006,86.819142804133
"Indiana",2005,2.7,36.107668504239,14.4109924140122,59018,1,12.6,7.0232358873394,86.4267353284181
"Indiana",2006,3,36.5047550336421,14.9162432367364,61166,1,10.6,6.83774844070451,86.1620142171087
"Indiana",2007,3.9,36.5854406316245,15.3191446441604,62159,1,11.8,6.47220016081532,85.7156860782858
"Indiana",2008,5,36.9151510665551,15.9009420410765,58683,1,14.3,7.09542096029459,85.8383964852546
"Indiana",2009,5.2,36.9396186864531,15.4236894166427,56084,1,16.1,10.7259783721262,85.7290849468163
"Indiana",2010,4.6,37.122943089729,15.664803105897,57458,1,16.3,10.7937431303331,85.078515599663
"Indiana",2011,5.8,37.3481812426173,15.6543073555277,53657,1,15.6,9.75021387212695,84.5968848483993
"Indiana",2012,6.1,37.5269530362071,16.1428496692994,54569,1,15.2,8.78180784536669,84.2608317090728
"Indiana",2013,5.9,37.6703755435707,16.4638279493439,57613,1,11.6,7.70701153052732,83.9916346340274
"Indiana",2014,7.4,37.8319714470001,17.2093520321426,55056,1,14.6,7.02452668464818,84.0901156687543
"Indiana",2015,8.5,37.9817673966113,17.4872803519203,59447,1,13.5,6.10478376423804,84.0215539119716
"Indiana",2016,12.5,38.1438126606255,18.0449937607916,63332,1,11.8,4.86701375455859,83.506041637237
"Indiana",2017,18.2,38.2944451160959,18.8660617403985,64953,1,11.4,4.76396921039632,83.7628085842451
"Indiana",2018,17.1,38.4704186179126,18.9581310358617,64621,1,11.6,4.50501035862034,82.7740284565857
"Indiana",2019,19.3,38.6073980956353,19.1393357821544,70679,1,10.1,4.2458746395387,82.8086549174945
"Indiana",2020,29,38.7624069880202,20.5743454134123,69925,1,12.1,5.43472205925404,78.6918319394705
"Iowa",2001,1,37.0396780605022,15.8085787390668,62858,0,7.4,4.89883252152793,93.836764940109
"Iowa",2002,1.4,37.4681728115428,15.6994379697162,61993,0,9.2,5.56093762732121,93.3123503997267
"Iowa",2003,1.5,37.4782201118798,15.7541454255296,61111,0,8.9,5.41951437083625,93.7419384987609
"Iowa",2004,2.2,37.7358784775731,16.9328443467594,62389,0,10.9,5.86707381077342,93.8551763242919
"Iowa",2005,2.5,38.1559401404223,17.1679190075646,64669,0,11.3,5.25114847169292,94.0942664765159
"Iowa",2006,3.4,37.9217024330292,17.0108497913373,64829,0,10.3,4.78552641402514,92.5757984765692
"Iowa",2007,3.7,38.1559711075495,16.7630562705339,64065,0,8.9,4.71395467703332,92.3585539317153
"Iowa",2008,4.6,38.1265771141064,17.1062864085511,63252,0,9.5,3.68894233658601,92.5745955863619
"Iowa",2009,4.9,38.2115413066512,17.7150044034673,64206,1,10.7,5.84039021540353,92.2238656957428
"Iowa",2010,5.4,38.3555680660537,17.6954984830566,61041,1,10.3,7.07555920703912,91.446098096222
"Iowa",2011,6,38.4148552611771,18.003245263623,60627,1,10.4,6.11689988908641,91.6033620382528
"Iowa",2012,6,38.4849488612595,18.8970999152296,63180,1,10.3,4.89721985493364,91.7745380403138
"Iowa",2013,6.1,38.6266868279222,18.380373386625,70080,1,10.8,4.61792395607789,91.367731722849
"Iowa",2014,5.5,38.7285436766967,19.4677332042537,66225,1,10.3,4.55909326737923,91.2605089075886
"Iowa",2015,5.9,38.8382931074276,19.0758408002307,69593,1,10.4,4.15093749943654,90.8518489234127
"Iowa",2016,6.2,38.9166683946402,20.4373761641092,66719,1,9.8,3.77235452221357,90.2703390730767
"Iowa",2017,6.8,38.9035073469877,20.6454756969092,70148,1,9.1,3.7237204424568,89.8724644444452
"Iowa",2018,4.8,39.0717850415618,20.3302763339454,74144,1,8.9,3.65988288942104,90.3357101780812
"Iowa",2019,5.5,39.3257312832996,20.92780825782,70002,1,9.5,3.76423497710025,90.0424079338969
"Iowa",2020,7.4,39.3520049684938,21.0649487852986,72030,1,9.2,4.63835653794295,85.2805213003334
"Kansas",2000,0.9,35.7833818023755,17.2200879362357,64779,0,8,3.75646187788587,89.8260122587746
"Kansas",2001,1.7,36.2374318504376,18.5630910697089,63532,0,10.1,4.43285784970288,86.49436814007
"Kansas",2002,3.2,35.9592592901923,17.8610937534404,64364,0,10.1,6.36502185922224,85.9044873396145
"Kansas",2003,2.9,35.924144136437,19.4668528061166,65317,0,10.8,6.24815403638933,86.4723230498606
"Kansas",2004,4.3,36.1909073984324,19.1499080066962,59046,0,11.4,5.18729525708589,87.0627491563826
"Kansas",2005,4.1,36.257636160481,19.1756074373928,58448,0,12.5,5.28498085923808,85.2362382425884
"Kansas",2006,4.6,36.6343981259553,19.3604732143665,61361,0,12.8,4.89507301105391,85.7876143013485
"Kansas",2007,4.6,36.7047338307642,19.6647907040245,63527,0,11.7,5.09616625964218,85.5585578802859
"Kansas",2008,3.7,36.9213552956425,20.2324371354118,60395,0,12.7,4.22898036380252,86.4266305608511
"Kansas",2009,5.6,36.8236773289692,20.3664252236898,56606,0,13.7,6.99471834020891,86.56175953358
"Kansas",2010,3.9,36.9315829179737,20.3540958928976,57352,0,14.5,7.49764600586253,85.3472110253014
"Kansas",2011,4.6,37.0473649345683,20.5294719559995,55712,1,14.3,7.59906080948838,85.2426026682567
"Kansas",2012,6.4,37.128660160331,20.329463374574,59115,1,14,6.37274581012815,85.4952952366762
"Kansas",2013,5.9,37.3829673350364,21.064238342173,55709,1,13.2,5.87472665624342,85.6482318154693
"Kansas",2014,6.5,37.3770585681026,21.4581781605574,61224,1,12.1,5.39377599307771,84.8863696233602
"Kansas",2015,5.7,37.6230829968392,21.6105625659207,62743,1,14.2,4.64969854231855,84.7466428725245
"Kansas",2016,5.6,37.6949677173477,22.6145732330016,64140,1,11.2,4.3762026569849,84.6240604219257
"Kansas",2017,5.5,37.9480354931803,23.3341674896666,62889,1,14.7,4.39975742970614,84.6343254301312
"Kansas",2018,5.8,38.1432143458206,23.0650761975745,68987,1,7.5,3.87482782708906,83.8630470099708
"Kansas",2019,6.8,38.3241339587837,22.7821649159686,77523,1,9.5,3.51444694827878,83.6552118995755
"Kansas",2020,9.5,38.709875218539,24.687874944294,76495,1,9.3,4.86976262387732,77.7462548421377
"Kentucky",2000,2.3,35.8890136504248,10.5949060068855,57215,1,12.6,6.42199756970762,90.8472880556042
"Kentucky",2001,3.7,36.2057638334839,12.5324752246688,58963,1,12.6,6.59199349563014,89.994998359786
"Kentucky",2002,4.5,36.8845731244264,13.3245670109597,55519,1,14.2,7.28653343028473,89.9425429658307
"Kentucky",2003,5.9,36.4362808628251,12.8791996874372,54543,1,14.4,7.48333876427698,89.9292437040286
"Kentucky",2004,5.7,36.8347760208418,13.3656683206264,51201,1,17.8,7.23398844547078,90.2645260614011
"Kentucky",2005,7,36.960212119386,13.5398529381019,51038,1,14.8,7.47338344498236,89.9268625934202
"Kentucky",2006,8.1,37.2739621319073,14.07892490717,53189,1,16.8,6.9285172307247,89.4699427542169
"Kentucky",2007,8.4,37.2423438172673,14.0745174908534,51679,1,15.5,6.59717975195033,89.284244109477
"Kentucky",2008,8.8,37.6251304387544,13.6835201540319,51907,1,17.1,6.65832592490618,89.0373356413136
"Kentucky",2009,10.5,37.4955410301028,14.6224959800543,54007,1,17,10.0097297177709,88.6918121987069
"Kentucky",2010,14.4,37.8035651752562,14.5588189954319,51188,1,17.7,11.1465269151538,88.246278529662
"Kentucky",2011,16.2,37.9454159834996,14.4840109160252,48117,1,16,10.2047247320881,87.7996208136851
"Kentucky",2012,16.3,38.1171818195308,15.1999068581402,48573,1,17.9,9.46179249126473,87.7777105593876
"Kentucky",2013,15.7,38.3458311671913,15.908761527952,52282,1,20,8.32572287345957,87.6413756073256
"Kentucky",2014,17.3,38.4622988283334,16.065320224033,49014,1,20,7.60677966101695,87.437081634646
"Kentucky",2015,20.6,38.7095588069129,16.2432329090559,48474,1,19.5,6.36112975073818,87.3758330900239
"Kentucky",2016,22.8,38.7169789590834,16.5915779538037,51223,1,15.2,5.76786474673429,87.137630285866
"Kentucky",2017,26.7,38.8662077428686,17.0395328981325,54901,1,14.4,5.47367299347022,86.9167204175665
"Kentucky",2018,22.6,39.087589925884,17.9879070862469,58863,1,15.7,4.90279439513097,86.7774877909373
"Kentucky",2019,23.8,39.3326105111095,18.1953558373677,58989,1,13.6,4.70189968297658,86.6372941797665
"Kentucky",2020,39,39.334291260696,19.581097009243,59405,1,13.9,5.73958333333333,84.1058586423535
"Louisiana",2000,1.2,34.798815927273,13.0248694146323,48464,0,17.2,6.89202186187344,65.0741815593608
"Louisiana",2001,1.9,34.660389401727,12.4198872513337,51117,0,16.2,8.08683583582652,63.9351885755287
"Louisiana",2002,2.3,35.077339869762,13.3128150178433,51360,0,17.5,8.14330796254891,63.7325935396049
"Louisiana",2003,2.9,35.201687543876,13.9881197864256,49479,0,17,8.40066146711779,64.0798356217614
"Louisiana",2004,3.5,35.3954810431773,14.3193685743644,52379,0,16.8,7.89856908740039,63.9258910792604
"Louisiana",2005,4,35.6192924340254,13.8551840008425,51785,0,18.3,8.53338933858493,63.4140693078312
"Louisiana",2006,4.7,36.3064139664273,13.4529666717043,49152,0,17,7.53321484332806,64.4496623884501
"Louisiana",2007,5.2,36.1660226255263,13.6077857003767,54117,0,16.1,6.28301321409896,63.8935629427346
"Louisiana",2008,3.2,36.4780563417578,13.8005929088536,49907,1,18.2,5.9585252983367,64.0733781385491
"Louisiana",2009,2.9,36.4109206968003,14.7111714049362,57512,1,14.3,8.3699833072718,63.6556238140227
"Louisiana",2010,2.9,36.5837446976692,14.6693123672492,48941,1,21.5,9.79299862209563,62.8817920227594
"Louisiana",2011,2.6,36.7906421126353,14.3922973413692,49085,1,21.1,9.55111368783767,62.7550146059881
"Louisiana",2012,3.9,36.9922392806612,15.3068748013046,46207,1,21.1,8.75871843865341,62.9920339303847
"Louisiana",2013,5.8,37.1129143632971,15.6128998782826,54083,1,19.2,7.97677382241565,62.8254426036705
"Louisiana",2014,5.7,37.2342952498196,15.8000471430698,48579,1,23.1,7.41608854376463,62.7862027375671
"Louisiana",2015,6.3,37.4825380390706,16.1581373679969,52516,1,18.6,6.98692054203224,62.3841400176932
"Louisiana",2016,7.7,37.6594725040189,16.1832988513064,47641,1,20.2,7.01228903847661,61.9067870283784
"Louisiana",2017,9.3,37.8857544926887,16.7161472081511,48151,1,21.4,6.59020120714213,61.7805779392712
"Louisiana",2018,10,38.1654739571732,17.0057669800158,53919,1,19,6.22215766917749,61.6751194962723
"Louisiana",2019,12.5,38.4417668324301,17.6729276453205,54797,1,17.9,5.41347167393506,61.8304446271442
"Louisiana",2020,21,38.676097389696,19.5207727818196,53576,1,15.5,8.62007135694929,58.6696611358278
"Maine",2000,3.3,38.4572042200329,16.9764641970958,58795,0,10.1,4.09106514324584,96.7091965330084
"Maine",2001,4.7,38.8630288117788,16.368349783702,56164,0,10.3,4.94719853791904,96.9317233142533
"Maine",2002,7.7,38.7817389902878,17.3959367931486,55656,0,13.4,6.80315511176175,96.8695094347412
"Maine",2003,7,38.8770732298548,18.4906052406654,54804,0,11.6,6.00398522087054,96.9723800214387
"Maine",2004,8,39.058681890164,18.8413458718646,59424,1,11.6,5.06486523307569,96.3222741402569
"Maine",2005,9.4,39.7422879528162,18.5372179085112,61085,1,12.6,5.28916453098043,96.5409825072477
"Maine",2006,7.3,39.7364006858488,18.8578165127341,61483,1,10.2,4.88629788259491,95.4169800556004
"Maine",2007,8.1,39.8374120392619,19.3122265520909,62737,1,10.9,5.66950456043822,95.3046863552957
"Maine",2008,8.1,40.1368697472608,17.8181420419672,59576,1,12,6.12392206148973,95.9249682480843
"Maine",2009,9,40.1926221705058,19.4176443771187,60131,1,11.4,7.24912942604379,94.841162981747
"Maine",2010,6.9,40.6727012647949,19.6149045584893,59689,1,12.6,7.87719519464441,95.3053216899787
"Maine",2011,7.2,41.0405258894072,21.2190593500318,59992,1,13.4,8.3295866678656,95.0442256668484
"Maine",2012,8.1,41.1884957176992,20.6885085074241,58116,1,12.8,8.15369335958804,95.3557499593738
"Maine",2013,10.1,41.6381297325458,20.7881189669217,64023,1,12.3,6.60025121367246,94.7828129446466
"Maine",2014,13.1,41.8392212851922,22.3063268698561,59237,1,14.6,5.78158520238443,94.4351844124717
"Maine",2015,18.5,42.1943989745195,22.8981109252194,58044,1,12.3,5.08147088364296,94.5265577795698
"Maine",2016,23,42.1191922666448,23.0990500037928,57418,1,12.7,4.40977032022744,94.4893610789205
"Maine",2017,27.2,42.4253207745749,24.6702053361499,58928,1,12,4.2431613931465,94.4089670912721
"Maine",2018,21.4,42.9805230707619,23.5471501878357,63295,1,11.6,3.83098583583025,94.2985824907875
"Maine",2019,24.2,43.0632601107563,25.2292793101088,70523,1,10.4,3.34405254452076,94.1050965175136
"Maine",2020,31.8,43.2798699447978,25.9766140645626,66667,1,8,4.97983565916735,91.6076893075723
"Maryland",2000,9.4,35.7954376584065,21.7447518738321,86040,0,7.4,4.65001684514845,64.1478499090886
"Maryland",2001,9.3,35.546656789572,22.4943907719933,82116,0,7.2,5.28992867913851,63.5466024744447
"Maryland",2002,10.3,35.8580562597467,22.6824355458695,85187,0,7.4,6.24639111081826,64.6973203712126
"Maryland",2003,10.3,36.1387900388942,23.700363926165,77251,0,8.6,6.25622879449188,64.2414339073768
"Maryland",2004,8.9,36.1976930116019,23.9207779011652,82105,0,9.9,5.99780518799288,63.2450990368407
"Maryland",2005,9.1,36.3136008989554,23.7962050015761,84156,0,9.7,5.75547303472333,61.2468714706916
"Maryland",2006,10.4,36.6706275073557,24.4945845836167,85765,0,8.4,5.28500139235525,61.4443686454131
"Maryland",2007,11,36.8159927551606,24.4744536824374,85970,0,8.8,5.60561403601118,60.6645481301964
"Maryland",2008,9.4,37.1335636894155,24.8436833518621,80369,0,8.7,5.29569565541302,61.0746739605265
"Maryland",2009,10.4,37.1721236576402,25.1126155763738,81251,0,9.6,7.92708000038015,60.3188748162551
"Maryland",2010,9,37.4761400916906,25.3639745163397,79951,0,10.9,8.85436458166307,58.8768682654042
"Maryland",2011,9.6,37.6834015952195,26.0471984144918,83151,0,9.3,8.9344217542754,58.6086757194092
"Maryland",2012,11.3,37.8711814284255,26.2399263972533,84926,0,9.9,8.16316729856828,58.2224542417168
"Maryland",2013,12.8,38.0635503154594,26.4955857950679,80794,1,10.3,7.23511897000554,57.7454445357874
"Maryland",2014,15.6,38.2191478927054,27.1787714591727,87252,1,9.8,7.00756608086122,57.5984031877347
"Maryland",2015,18.3,38.3805220463968,27.9566082917208,84162,1,9.6,5.5695311980658,56.5963544558547
"Maryland",2016,30.7,38.6251056479015,28.1436036916805,83277,1,7.1,5.28219999713631,56.4413681363768
"Maryland",2017,33.2,38.8591163146749,28.7393445366849,90734,1,7.8,5.08098007654265,54.9100926823522
"Maryland",2018,35.1,39.038416818392,29.4745179238879,93031,1,8,4.80039500003501,54.8112289866911
"Maryland",2019,35.5,39.302797700176,29.7077417263236,101283,1,7,4.70467287899827,54.5121640576412
"Maryland",2020,42.1,39.3959479186537,31.5790022731608,99215,1,9.4,5.98632110894914,50.406016192959
"Massachusetts",2000,5,36.5744693435745,24.3687357162799,73762,1,9.8,3.53470214995567,85.7648600113056
"Massachusetts",2001,8.1,37.5015348884964,26.0237355365027,80157,1,8.9,4.89036892137217,85.601436504873
"Massachusetts",2002,7.7,37.4030517121609,25.6931110286488,75292,1,10,6.78258478824798,84.4988444996817
"Massachusetts",2003,9.3,37.2895282771139,25.8467085946597,75244,1,10.3,7.35932898801627,84.3747391962735
"Massachusetts",2004,7.3,37.5537950844577,27.047655580752,74795,1,9.3,6.15802661883579,84.0148492424749
"Massachusetts",2005,9,37.655391501681,26.5078994424075,77904,1,10.1,6.33399365800695,83.4780639850965
"Massachusetts",2006,10.5,37.9372221712166,26.210989790115,74533,1,12,5.86628873675793,82.8251226893461
"Massachusetts",2007,10.3,38.1802778555154,27.3987306494588,76582,1,11.2,6.02729760894408,82.7030794192958
"Massachusetts",2008,9.5,38.0902799290917,27.4387358384553,76091,1,11.3,5.90716796395079,82.560560864652
"Massachusetts",2009,9.8,38.3954480315494,27.5265344948053,75158,1,10.8,9.03961933234669,82.6287118073971
"Massachusetts",2010,8.8,38.6111905989916,28.1872869344393,75882,1,10.9,10.2613936579454,80.99890594447
"Massachusetts",2011,10.2,38.8294732658767,28.20021021517,76435,1,10.6,9.42938536791858,80.487954828634
"Massachusetts",2012,10.7,38.9878467875508,28.6062865926468,75256,1,11.3,8.73224464330846,80.149572443811
"Massachusetts",2013,13.6,39.1631943406849,29.2675707593685,72844,1,11.9,7.78516504311486,79.6014507478457
"Massachusetts",2014,17.2,39.2887789737848,30.3971976194768,72344,1,13.6,6.81279944019849,79.1679761995123
"Massachusetts",2015,23.3,39.4469083610055,30.6828601461611,77605,1,11.5,5.70279783519067,79.0089282061079
"Massachusetts",2016,29.7,39.6220403016199,31.5411813323331,81591,1,9.6,5.27366048508953,78.6560695020541
"Massachusetts",2017,28.3,39.7908519160637,32.3023391725059,84269,1,10.6,4.47297115687496,78.5910240488852
"Massachusetts",2018,29.1,39.9276386924337,33.0587058004864,93163,1,8.7,4.75146775757897,77.354558266013
"Massachusetts",2019,29,40.1641402259818,33.5848529917216,92949,1,7.5,3.95419470798258,77.0286062987568
"Massachusetts",2020,30.5,40.3384328865403,35.1011097798762,91912,1,8.4,6.86594222160788,71.6735798521154
"Michigan",2000,2,35.7653910621256,15.8852670555799,71804,1,9.9,5.69441058852207,80.7776409281172
"Michigan",2001,2.1,36.1709945876476,16.0543902558971,69103,1,9.4,6.79608077703367,80.4881188920843
"Michigan",2002,2.5,36.0093187868613,15.9408128732317,64509,1,11.6,8.67128665587602,80.2166905272303
"Michigan",2003,2.8,36.2836014020175,16.6360840396343,66483,1,11.4,9.01529690923046,80.2817672585753
"Michigan",2004,3.9,36.4176842912014,16.7671206587991,60757,1,13.3,8.98023065641652,79.9851058555369
"Michigan",2005,5.2,36.6882134241855,17.1877448965897,63880,1,12,8.942221007404,79.8085453306155
"Michigan",2006,6.4,37.0659785612467,16.963000771719,65531,1,13.3,9.41280052095993,79.6234177456552
"Michigan",2007,5.2,37.3546768399998,17.1015532244315,64670,1,10.8,9.63197363822457,79.4849829554176
"Michigan",2008,6.6,37.5203914220554,17.2434692848107,62806,1,13,9.42284568821528,79.7409426494254
"Michigan",2009,7.5,37.897311932413,17.3275155879394,58222,1,14,14.8713266136443,79.886630797413
"Michigan",2010,7.3,38.2313566063894,17.7370880744604,57628,1,15.7,14.8660480528274,79.3009801799511
"Michigan",2011,7.7,38.4605506153336,18.0799229500211,59010,1,15,13.0249154604025,79.3708644844412
"Michigan",2012,7.1,38.7556807603892,18.4625066778909,59129,1,13.7,11.6923871529971,79.2543730067507
"Michigan",2013,9.4,38.901561114602,19.0315980137479,65898,1,14.5,9.85927319448552,79.1061036890859
"Michigan",2014,10.9,39.1438233794426,19.5054388666983,59575,1,14.8,8.3390272033418,78.8919479020779
"Michigan",2015,13.4,39.2956051936513,19.9819280799663,61986,1,12.8,7.2182054162755,78.6312848598993
"Michigan",2016,18.1,39.4762647180283,20.154054571276,64458,1,11.1,6.17693218851358,78.4516684628788
"Michigan",2017,20.8,39.6807271927166,20.940552849635,62342,1,12.7,5.81407820186994,78.3650901884111
"Michigan",2018,20.4,39.8320352864145,21.410306110046,65222,1,10.5,5.16876800144354,78.2369497939908
"Michigan",2019,18.2,40.0316018342908,21.947445527657,67951,1,10.2,5.06345688819992,78.2734147490046
"Michigan",2020,22.4,40.2303278960506,23.4975845256123,67399,1,11.2,7.77988424893342,74.5766223496545
"Minnesota",2000,1.4,35.0320701607693,18.6648517090576,85592,0,5.7,3.31307695016337,89.7034758376038
"Minnesota",2001,2.2,36.0657940143914,19.6791103735511,80814,0,7.4,4.15756277209926,89.4462517009152
"Minnesota",2002,2.2,35.9420912630781,20.7665931426214,82491,0,6.5,5.76363317109613,88.5561998098029
"Minnesota",2003,2.4,36.0213877840078,20.8780254590632,78003,0,7.4,5.45434173913233,88.64786128258
"Minnesota",2004,2.9,36.291788572438,20.4961816974769,80668,0,7,5.76906825180835,88.0944948200634
"Minnesota",2005,3.2,36.4525319410636,21.4512657290419,75398,0,8.1,5.46626490632451,87.923392160272
"Minnesota",2006,3.6,36.8338954473698,20.9756302421803,75720,0,8.2,5.30658081852848,87.8747096292486
"Minnesota",2007,3.6,37.0402547627078,21.4756327943111,76051,0,9.3,5.66696296723561,87.8745102807611
"Minnesota",2008,4.5,37.1255438048438,22.0789124496949,69286,0,9.9,5.06028979223904,87.9088413458527
"Minnesota",2009,5.3,37.2387561085144,21.7770448035259,71002,0,11.1,7.97118195579076,87.2628063989032
"Minnesota",2010,4.6,37.4571625267579,22.4847399080779,65156,1,10.8,8.01083847925351,86.2527548759233
"Minnesota",2011,5.5,37.6432339400407,22.925965707995,69804,1,10,7.43202105084916,85.5479497034628
"Minnesota",2012,5.5,37.8983833658137,23.0962984968412,73055,1,10,6.43078929818039,85.4063075893744
"Minnesota",2013,5.8,38.0629433729738,23.5815016659349,74935,1,12,5.52105642167086,84.6888963504404
"Minnesota",2014,6.1,38.2059518728836,24.1907119308844,77032,1,8.3,4.79278856556993,84.6840296248625
"Minnesota",2015,6.3,38.4075230335795,24.8093757024654,78599,1,7.8,4.23166946513811,84.0310048429811
"Minnesota",2016,7.3,38.5695359307472,24.5197784328559,79278,1,8.7,3.77559110046041,83.1719732345499
"Minnesota",2017,7.8,38.6352444479671,25.4942163746193,77341,1,9.2,3.78908797819603,82.6776716877613
"Minnesota",2018,6.3,38.7861928838841,26.5323740340488,77488,1,7.9,3.41242287828957,82.4306264334109
"Minnesota",2019,7.7,38.9886191155735,26.7709666162615,86292,1,5.7,3.07840267533607,82.0113971975476
"Minnesota",2020,12.5,39.1400429097379,27.5015942590709,82431,1,8.5,5.43556291077841,78.3847383951687
"Mississippi",2001,0.9,34.8689933133469,12.2056552666886,46268,0,19.3,8.54505962733953,61.3950115904398
"Mississippi",2002,0.9,35.1354630575282,11.8326112605869,46639,0,18.4,9.8230423708087,60.8603176639583
"Mississippi",2003,1.1,35.2831325257922,12.4795498194061,48329,0,16,9.43212499117976,60.9625541655859
"Mississippi",2004,1,35.5284126047714,12.6406807967328,49972,0,18.7,9.32533670317074,61.1111111111111
"Mississippi",2005,1.5,35.739034012298,12.4604117880658,45720,1,20.1,9.21699110181915,60.6399899943047
"Mississippi",2006,2.4,36.0479904072784,12.4040899626873,46788,1,20.6,8.54473356244571,60.0310251705869
"Mississippi",2007,3.3,35.9397444484606,12.4672081020013,48832,1,22.6,9.10385919001734,59.7826150264579
"Mississippi",2008,3.6,36.128281729711,12.9324396706207,45975,1,18.1,7.62545884600185,59.6161188694822
"Mississippi",2009,3.3,36.1401245123638,13.2163119462222,44404,1,23.1,10.3806835610297,59.5918490404459
"Mississippi",2010,3.5,36.6208614979751,13.2241158019633,47521,1,22.5,12.2275921919863,59.4283032259542
"Mississippi",2011,2.8,36.8178832249123,13.4925425850223,49606,1,17.4,11.287048435426,59.4287013112588
"Mississippi",2012,3.8,36.8711354988365,13.6993345898692,43318,1,22,11.5136743563043,59.1481664872094
"Mississippi",2013,3.4,37.2570009364113,13.8178668343582,37673,1,22.5,10.4907128931899,58.9302244879743
"Mississippi",2014,3.9,37.4348859866423,14.2156235690508,40692,1,22.1,9.88544011810297,58.8372584691319
"Mississippi",2015,5.2,37.6301364186406,14.2753831207957,45786,1,19.1,8.79528876256601,58.7546907379627
"Mississippi",2016,6.2,37.8350688554254,14.9136454797128,46402,1,21.1,7.52167691511125,58.5208212462434
"Mississippi",2017,6.4,38.1201819644114,15.0278475922389,47837,1,18.3,6.81696661229518,58.0549244328273
"Mississippi",2018,5.9,38.3148315938564,16.2430646938085,46159,1,19.6,7.2954167081691,58.1097126096172
"Mississippi",2019,8.4,38.645412242465,15.3091125477925,47463,1,19.2,6.55603516286195,58.0937647947062
"Mississippi",2020,13.8,38.9845102315683,17.2293452799965,47242,1,17.6,7.86321454694315,56.8383728232401
"Missouri",2000,2.5,35.8336539349034,15.4039405459175,71149,0,9.2,5.10018934991073,85.867682169005
