"state","year","total","heroin_synthetic","prescription","avg_age","bachelors_pct","median_income","PDMP","unemp_rate","white_pct","personal_health_care"
"Alabama",2020,12.7805732036285,10.4642213034478,2.98687481865403,39.6635282569617,19.9173496134105,57.243,1,5.80699706643352,65.1374469469066,9.28
"Alabama",2019,8.70862510796554,6.15926178596157,3.10002579955682,39.602828365644,18.7427151943074,59.558,1,4.84589456310739,67.7912622101756,8.741
"Alabama",2018,8.01985158773626,5.33974812346725,2.90515032004732,39.3727410154646,18.0177832025436,53.879,1,5.56549465129034,67.71242530746,8.343
"Alabama",2017,8.90302614679285,5.8669711474257,3.38479104659175,39.1763839231041,18.0442595277252,56.219,1,5.88081926686781,67.8473159735264,8.154
"Alabama",2016,7.21732157177225,4.95548290255588,2.28240083893652,38.9851471223243,17.5159870869574,53.314,1,6.40103227924349,68.1022145456789,7.968
"Alabama",2015,6.00949294080094,3.56041876287179,2.30501099099214,38.8032928316834,16.9096017908289,50.9,1,7.21438013354272,68.6187365699667,7.657
"Alabama",2014,5.81517997054055,3.34063530222542,2.22709020148361,38.6857223103091,16.1479711723795,48.432,1,8.54300202612696,68.4434722233392,7.277
"Alabama",2013,3.62039852519446,1.44815941007778,1.75847928366588,38.3566245638454,16.5050451805048,55.126,1,9.65428468815313,69.0594121879578,6.969
"Alabama",2012,3.62918219178963,1.09912374951343,1.67979290019977,38.1367552581147,16.2862765275072,51.384,1,9.96443961531142,69.0504586975218,6.797
"Alabama",2011,3.74786059624298,0.72875067149169,2.20707346223198,38.0360754485981,15.5871648267447,51.417,1,11.2563283842109,69.1170040435252,6.513
"Alabama",2010,4.05880157397814,0.920552934304321,2.0503224445869,37.7311540472506,15.2117590168888,50.975,1,11.6365261765966,69.3506235139379,6.406
"Alabama",2009,4.41367668094876,0.903752844194271,2.08073329244727,37.5708266471397,15.1792168892189,50.609,1,11.0306940321357,70.0117951675916,6.322
"Alabama",2008,4.13292679463338,0.529862409568382,1.78033769614977,37.4756642141616,15.3023016366717,56.105,1,7.27016812913691,70.0895557605268,6.1
"Alabama",2007,3.68084505354346,0.535006548480153,1.62641990737967,37.3813435220797,14.8118424728886,55.294,1,6.18896400309943,70.3021769715576,5.942
"Alabama",2006,2.89480557384012,0.583281720102113,1.25297554688602,37.255439951468,14.4573094761287,51.124,1,6.88499443245716,70.3745572435927,5.768
"Alabama",2005,1.81627005966338,0.284476033441252,0.656483154095197,37.1826875670936,14.6176267261681,51.666,0,7.18962679534182,70.5159198080068,5.546
"Alabama",2004,2.03057830207898,0.286929542685073,1.01528915103949,36.8551948224047,14.9849396055189,52.667,0,7.09303828145154,71.0659660455325,5.238
"Alabama",2003,1.19906978830423,0.266230189618825,0.621739890231822,36.6712341230516,14.5109300171522,55.014,0,8.66721377163738,71.1073856570119,4.995
"Alabama",2002,1.67407388558576,0.245530836552577,0.848197435363449,36.5230042142034,14.1566524896567,56.789,0,7.71139610940371,71.0448052855908,4.513
"Alabama",2001,1.4996752195905,0.268928086082275,0.738646003678905,36.2432223093567,13.1909110743721,53.936,0,7.56273347262,71.329255258126,4.158
"Alabama",2000,1.03438195678082,0.292325335611972,0.629623799779632,35.991720627898,13.851833516297,55.888,0,6.57555006870885,71.8459019983676,3.921
"Alaska",2020,16.8226293085763,13.2666263653,7.65908326244122,36.6901200494094,21.5763584828666,78.236,1,8.44567373863057,58.4253785664656,13.642
"Alaska",2019,13.6696990615752,9.70548633371836,8.06512244632934,36.4039232036307,20.9786137558182,83.079,1,5.57066275102477,65.1545701221388,13.226
