"State","Year","Overdose_Rate","heroin_rate","other_rate"
"Nebraska",2009,3.75134538140425,0.717168969974342,2.20667375376721
"Nebraska",2008,1.67002713237414,0.697374249980358,0.89068113726621
"Nebraska",2007,2.29892791459202,0.677579529986374,1.45785672632665
"Nebraska",2006,1.9179857990075,0.657784809992391,1.07181559356301
"Nebraska",2005,2.44110549152227,0.637990089998407,1.53278716909538
"Nebraska",2004,1.48624933547506,0.618195370004423,1.1432687195962
"Nebraska",2003,0.805225684628759,0.598400650010439,0.632677323636882
"Nebraska",2002,1.44651482504114,0.578605930016456,0.694327116019747
"Nebraska",2001,1.86064252638042,0.755886026342047,1.10475650003838
"Nebraska",2000,0.934981940239461,0.755886026342047,1.10475650003838
"Nevada",2020,18.6090440591423,13.3513518164052,7.45636354424539
"Nevada",2019,12.8889575722788,7.69441547765763,6.16851873736265
"Nevada",2018,13.1492569186842,6.1956398514101,7.94228300100976
"Nevada",2017,15.0098114133939,5.4035321088218,9.40614848572684
"Nevada",2016,15.4758851696123,5.03391429692884,9.99980272498026
"Nevada",2015,16.4657738481309,4.15103542389855,11.8650429199767
"Nevada",2014,14.5468685664008,3.41657687879148,10.2497306363744
"Nevada",2013,15.8773622504423,2.79556265357674,11.3614533485106
"Nevada",2012,17.8692399338729,2.71844420900704,13.8821884273293
"Nevada",2011,19.5349650169903,3.34150717395886,14.7981031989607
"Nevada",2010,19.2553297456704,2.4069162182088,14.9228805528946
"Nevada",2009,18.5498004406509,2.53290447783988,12.7762681749865
"Nevada",2008,16.4680079739828,2.18568526885813,11.2675844032514
"Nevada",2007,15.9165144217461,2.7680894646515,9.64986743927119
"Nevada",2006,14.9841952416856,2.53700660176687,9.94982276630443
"Nevada",2005,15.0073412624175,3.24816427323558,9.33333278511995
"Nevada",2004,14.0651651889719,2.30157248546813,8.60958596415855
"Nevada",2003,12.7620783956244,2.40122729395024,8.93790159414812
"Nevada",2002,12.4206972979463,2.99016786802411,8.18845970012756
"Nevada",2001,9.76935273034347,2.28745820027554,6.05223315489571
"Nevada",2000,10.1588534407736,2.85248594149802,6.70584414317077
"New Hampshire",2020,25.3975224607052,23.6409214835959,2.26894292876617
"New Hampshire",2019,27.4322999519751,25.8143090700892,2.86825656334324
"New Hampshire",2018,31.0367147379425,29.2674008336417,2.87513509448873
"New Hampshire",2017,32.0227584999944,28.6715395872043,4.31934882092948
"New Hampshire",2016,33.3384527212044,28.6186268303372,5.84359396012122
"New Hampshire",2015,29.0092949989779,24.7255390017195,5.33590659307625
"New Hampshire",2014,22.7613084888375,16.3549799406548,6.8585399751133
"New Hampshire",2013,12.165091627319,7.3292788065214,5.36472984807236
"New Hampshire",2012,10.1459963444127,4.77013260968655,5.22443095346622
"New Hampshire",2011,11.986096128491,5.38615712103074,5.68960259263811
"New Hampshire",2010,9.0393248611818,2.65862495917112,5.39321063146141
"New Hampshire",2009,9.64970800135552,3.49516982726263,4.25498935492842
"New Hampshire",2008,7.14336738338453,1.89983175090014,4.40760966208833
"New Hampshire",2007,11.2758468313347,1.90470385664437,5.86648787846466
"New Hampshire",2006,8.25442586264482,1.37573764377414,4.73865188411092
"New Hampshire",2005,8.54837765654313,1.30921099244354,4.23568262261146
"New Hampshire",2004,7.13111405829376,1.31770585859776,4.18565390378112
"New Hampshire",2003,7.73534191773972,0.937617202150269,4.53181647705963
"New Hampshire",2002,6.54012445147661,0.937617202150269,3.86103732677535
"New Hampshire",2001,4.22136856768964,0.937617202150269,3.10629007811125
"New Hampshire",2000,2.34668462015268,0.937617202150269,1.78024350494341
"New Jersey",2020,29.0575568167553,26.8734552970147,4.36820303948124
"New Jersey",2019,28.6415850145066,26.3786295947283,5.12261052735868
"New Jersey",2018,29.3875974909413,27.0639792019325,5.70240623582817
"New Jersey",2017,22.2860241866101,19.6210287681814,5.87409406811995
"New Jersey",2016,16.3788370220748,13.4943728912247,4.87452077926593
"New Jersey",2015,9.8124438979939,7.3007261766644,3.48291524024357
"New Jersey",2014,8.46929043121219,5.77299057134146,3.26688613727075
"New Jersey",2013,7.98935741182575,5.01160816550533,3.35980009301814
"New Jersey",2012,7.05052348726788,3.88060812739224,3.10223033439787
"New Jersey",2011,5.41879153013409,1.91584888826917,3.41225157023088
"New Jersey",2010,4.36765957369368,1.52413120540352,2.66154255271958
"New Jersey",2009,0.651011775089823,0.239846443454145,0.365480294787269
"New Jersey",2008,3.98342802106281,1.57270789304209,2.12372963658968
"New Jersey",2007,4.01019372808006,1.55567860141037,2.10880877080072
"New Jersey",2006,4.3525048665507,1.63940501604827,2.49374284131287
"New Jersey",2005,5.24735742386651,2.27693703194207,2.62367871193325
"New Jersey",2004,3.77552489350646,1.66771651737708,1.86459971734521
"New Jersey",2003,5.41772143657511,2.88325089328461,2.42983643829227
"New Jersey",2002,5.90460749969337,3.2036880295366,2.60738113352796
"New Jersey",2001,4.93366574544098,2.76709176653611,2.15479912032387
"New Jersey",2000,4.31405872111334,2.75719455454075,1.69947767801434
"New Mexico",2020,27.0139518278096,21.4117614663306,8.49823792122656
"New Mexico",2019,19.5533350597497,14.4027004586449,7.01058598483711
"New Mexico",2018,17.1325380781396,10.9762778773597,7.25388798851595
"New Mexico",2017,17.0971279698478,9.67400518181862,8.23727173897427
"New Mexico",2016,17.6836783973205,10.8600851027023,8.26519751179112
"New Mexico",2015,18.0326304284332,9.83162031337451,8.96835609073674
"New Mexico",2014,19.946566217805,9.87738615593228,11.6994282623664
"New Mexico",2013,16.7842603919748,5.56278344419737,11.6051171853083
"New Mexico",2012,16.2547985220121,6.76084540296077,9.78164866811346
"New Mexico",2011,12.1984954548598,4.2262503938097,7.63606605245161
"New Mexico",2010,9.76117180682204,2.13677392786154,7.09020439699511
"New Mexico",2009,10.4084736758899,3.68224304571578,6.67713405623129
"New Mexico",2008,16.4125049361852,4.37666798298272,11.3892837284437
"New Mexico",2007,13.667860929515,2.46222494686117,9.44690387775304
"New Mexico",2006,12.8431399030751,2.29341783983483,8.96981199579846
"New Mexico",2005,11.3337963456528,3.1051496837405,7.29710175679019
"New Mexico",2004,10.0850505933371,2.62631525868155,5.7778935690994
"New Mexico",2003,12.1433296370742,2.76953132073623,8.25533374450221
"New Mexico",2002,11.0493723686998,2.20987447373995,7.92320847901886
"New Mexico",2001,8.46213060070208,2.07458685694632,5.40484470625488
"New Mexico",2000,10.4450354746389,3.29843225514913,6.4319428975408
"New York",2020,22.3149919097165,20.0240205502717,5.36800964131766
"New York",2019,15.498447816315,13.2726342493284,4.08151494731479
"New York",2018,15.6839996952238,12.9258672855254,4.52354183705639
"New York",2017,16.6251885006695,13.6477683782768,4.88175989610567
"New York",2016,15.6391734757592,11.8357345896533,5.57094910082096
"New York",2015,11.2347114596229,7.49149149937984,4.4150799531072
"New York",2014,9.04983012704148,5.34785708682474,3.86402931557507
"New York",2013,8.81374386313823,4.422138231563,4.2491201649656
"New York",2012,8.05303516391529,3.48998922395567,4.15426242910097
"New York",2011,7.27965917837872,2.54300020698481,4.17668518844171
"New York",2010,5.75391748892642,1.94549497159216,3.33882028281201
"New York",2009,5.73365212508208,2.24270223140067,3.18536229171227
"New York",2008,6.07939565810395,1.80091686447257,3.7267528178103
"New York",2007,5.56126578381572,1.62029360242751,3.2039999299615
"New York",2006,5.52222128760299,1.33475490837797,3.31333277256179
"New York",2005,3.02624681107282,0.292693992089945,2.23701836811601
"New York",2004,2.68105366660952,0.266018943574096,1.95080558621004
"New York",2003,3.20192925102651,0.422404347448122,2.42491384646144
"New York",2002,3.06200294704721,0.402345097137602,2.18938435974877
"New York",2001,3.42192288170135,0.482108583639394,2.58347317102414
"New York",2000,2.74550723562359,0.242405629248916,2.2712353523105
"North Carolina",2020,25.1678572503286,22.7435171778644,4.08458852675872
"North Carolina",2019,17.524649878853,14.8549534881681,3.78524809679251
"North Carolina",2018,17.3927782411144,14.1472819691013,4.54562089136544
"North Carolina",2017,19.1951676457468,14.9609394885967,6.13233043449313
"North Carolina",2016,15.20678267842,9.57938610720949,6.6030747858337
"North Carolina",2015,11.8393253197663,6.18353324102178,6.02421515429658
"North Carolina",2014,9.84516838556535,4.60580911193967,5.02817588639701
"North Carolina",2013,8.52959872299722,3.07674811079543,4.36634220343905
"North Carolina",2012,8.62380747149862,2.99423517440856,4.53236968181022
"North Carolina",2011,8.58497902065169,2.44397472723016,4.77403537819111
"North Carolina",2010,8.2533837037935,2.20230060711135,4.72970273241534
"North Carolina",2009,9.14327705632195,2.59271166527648,4.67746349409063
"North Carolina",2008,9.22718412228264,2.0624206652832,4.66193004548389
"North Carolina",2007,8.31319285061028,1.7986327539579,3.44372368745597
"North Carolina",2006,7.93964969099287,1.83912789452377,2.9044763700101
"North Carolina",2005,7.57000792725716,2.05619335201674,2.64203615063604
"North Carolina",2004,6.73435945017696,1.8823469990946,2.16294530951864
"North Carolina",2003,6.00771671027406,1.48411974068035,1.94716509977262
"North Carolina",2002,4.9482350954535,1.17700737707389,1.81355218304242
"North Carolina",2001,4.16558974397701,1.31544939283484,1.9244537413695
"North Carolina",2000,3.62763878109846,1.10568442300604,1.57777440136817
"North Dakota",2020,9.407964626053,5.35731318983574,4.9653146637502
"North Dakota",2019,5.64258551141508,1.83712086418165,3.80546464723343
"North Dakota",2018,4.99949347237188,1.71035303002196,3.15757482465592
"North Dakota",2017,4.76573121540708,2.11810276240315,3.44191698890511
"North Dakota",2016,7.25639618339948,3.29836190154522,4.08996875791607
"North Dakota",2015,4.75607291059772,1.32113136405492,3.4349415465428
"North Dakota",2014,4.59781306373921,1.62275755190796,3.11028530782358
"North Dakota",2013,1.93532422901521,1.62275755190796,2.96459873698247
"North Dakota",2012,1.69872894571305,1.62275755190796,2.81891216614136
"North Dakota",2011,1.46213366241088,1.62275755190796,2.67322559530025
"North Dakota",2010,2.6762177906038,1.62275755190796,2.52753902445914
"North Dakota",2009,2.70689717399935,1.62275755190796,2.40613082133276
"North Dakota",2008,4.86640945665018,1.62275755190796,3.95395768352827
